time,controller,id,iq,id_ref,iq_ref,ia,omega_m,omega_rpm,te,tl,duty
0,MPC,7.42307472,7.50000048,0,10,7.42307472,0,0,4.02912283,0,0.0433012731
0.000199999995,MPC,2.65890646,10.844245,0,10,2.38554978,0,0,5.84507942,0,0.022595739
0.00039999999,MPC,0.000639730075,10.0074215,0,10,-0.502177179,0,0,5.40400457,0,0.0066538048
0.00059999997,MPC,-0.5529176,9.84491253,0,10,-1.29293239,0,0,5.31829405,0,0.00372515572
0.00079999998,MPC,0.480947793,9.79795647,0,10,-0.504820168,0,0,5.28912926,0,0.00476574246
0.000999999931,MPC,-0.273423731,9.93295383,0,10,-1.51619673,0,0,5.36481333,0,0.00516070938
0.00119999994,MPC,0.605158269,9.71779251,0,10,-0.861570239,0,0,5.24540281,0,0.00392137468
0.00139999995,MPC,-0.141162947,9.97015953,0,10,-1.88399184,0,0,5.38441372,0,0.00564889051
0.00159999996,MPC,-0.552406669,9.89230633,0,10,-2.51687074,0,0,5.343894,0,0.00396966375
0.00179999997,MPC,0.543287516,9.70488262,0,10,-1.64707327,0,0,5.23865891,0,0.00435166433
0.00199999986,MPC,-0.0581398606,9.99053097,0,10,-2.54085755,0,0,5.39510441,0,0.0056812237
0.00219999999,MPC,-0.389235258,9.94271564,0,10,-3.08833861,0,0,5.37051725,0,0.0040465924
0.00239999988,MPC,-0.643622041,9.91525173,0,10,-3.55981398,0,0,5.35662889,0,0.00410625571
0.00260000001,MPC,0.534179091,9.64505863,0,10,-2.58959985,0,0,5.20639944,0,0.00421437249
0.0027999999,MPC,0.110029444,10.0111322,0,10,-3.34697795,0,0,5.40559816,0,0.00593647733
0.00300000003,MPC,-0.111624777,9.99038506,0,10,-3.78149223,0,0,5.395226,0,0.00411167601
0.00319999992,MPC,-0.267924309,9.98092079,0,10,-4.15282249,0,0,5.39069986,0,0.00414589094
0.00339999981,MPC,-0.367176622,9.9793005,0,10,-4.46934843,0,0,5.39019632,0,0.00416995445
0.00359999994,MPC,-0.416822195,9.98265648,0,10,-4.73846912,0,0,5.39219475,0,0.00418542884
